編號,英文,中文
1243,plow,(n.4)犁;除雪機
1244,pluck,(n.5)(一)拉;(一)扯
1245,plunge,(n.6)跳入;衝進;猛跌
1246,pocketbook,(n.10)錢包;皮夾子;袖珍本
1247,poke,(n.4)戳;捅;撥弄;慢性子的人
1248,porch,(n.5)門廊;入口處;走廊
1249,potential,"(n.9)可能性;潛力,潛能"
1250,poultry,(n.7)家禽
1251,prairie,(n.7)大草原
1252,precaution,(n.10)謹慎;預防措施
1253,preference,(n.10)偏愛;優先(權)
1254,preview,(n.7)預習;預告片
1255,prey,(n.4)被捕食的動物;犧牲者
1256,prick,(n.5)刺;扎;刺傷;悔恨
1257,prior,(n.5)修道院院長或副院長
1258,priority,(n.8)在先;重點;優先權
1259,procession,(n.10)一(長)列;一(長)排;隊伍
1260,profile,(n.7)側影;輪廓;人物簡介
1261,prop,(n.4)支柱;支撐物;後盾;道具
1262,prophet,(n.7)先知
1263,proportion,(n.10)比例;比率
1264,prospect,(n.8)預期;前途;盼望的事物
1265,province,"(n.8)省,州"
1266,prune,(n.5)梅乾;深紫紅色
1267,puff,(n.4)(一)吹;粉撲;(奶油)鬆餅
1268,pulse,(n.5)脈搏;有節奏的跳動
1269,purchase,(n.8)所購之物
1270,pyramid,(n.7)(常大寫)金字塔;三角錐
1271,quack,(n.5)鴨叫聲
1272,quart,(n.5)夸脫(=2 品脫)
1273,quest,(n.5)追求;探索
1274,quiver,(n.6)顫抖;抖動;箭袋內的箭
1275,rack,(n.4)掛物架;(行李)網架
1276,radish,(n.6)小蘿蔔
1277,radius,(n.6)半徑
1278,rail,(n.4)欄杆;扶手;鐵軌
1279,rally,(n.5)大集會;重整旗鼓
1280,ranch,(n.5)大牧場
1281,rascal,(n.6)無賴;淘氣鬼
1282,ratio,(n.5)比率;比例
1283,rattle,(n.6)咯咯聲;吵鬧聲
1284,realm,(n.5)王國;國土;領土
1285,rear,"(n.4)後部,後面"
1286,reef,(n.4)礁;暗礁
1287,reel,(n.4)捲軸;捲筒;一捲
1288,referee,(n.7)裁判員;仲裁人
1289,refuge,(n.6)躲避;避難;避難所
1290,reign,(n.5)統治;在位期間
1291,relic,(n.5)遺物;遺風;遺跡
1292,reminder,"(n.8)提醒者,提醒物;催函"
1293,reptile,(n.7)爬行動物;爬蟲類
1294,republican,(n.10)共和主義者
1295,resentment,(n.10)憤慨;怨恨
1296,residence,(n.9)住所;住宅
1297,resident,(n.8)居民;住院醫生
1298,resort,(n.6)休閒度假之處;名勝
1299,resume,(n.6)(個人)簡歷
1300,retort,(n.6)回嘴;反駁
1301,reverse,(n.7)相反;反面;反向
1302,revolt,(n.6)反叛;起義;反感
1303,rhino,(n.5)犀牛
1304,rhinoceros,(n.10)犀牛
1305,rib,(n.3)肋骨;排骨
1306,ridge,(n.5)屋脊;山脈;(狹長的)隆起部
1307,rifle,"(n.5)步槍,來福槍"
1308,rim,(n.3)(尤指圓形物的)邊緣
1309,rip,(n.3)裂口
1310,ripple,(n.6)漣漪;細浪;波紋
1311,rival,"(n.5)競爭者,對手,敵手"
1312,roam,(n.4)漫步;漫遊;流浪
1313,robin,(n.5)知更鳥
1314,rod,"(n.3)棒,桿,竿"
1315,rubbish,(n.7)垃圾;廢物
1316,rumble,(n.6)隆隆聲;轆轆聲
1317,rustle,(n.6)沙沙聲;窸窣聲
1318,saddle,(n.6)馬鞍;(自行車、摩托車的)車座
1319,saint,(n.5)聖徒;道德崇高的人
1320,salmon,(n.6)鮭魚;鮭肉;鮭肉色
1321,salute,(n.6)敬禮;致敬;致意
1322,sandal,(n.6)涼鞋;拖鞋
1323,savage,(n.6)野蠻人
1324,scan,(n.4)掃描
1325,scandal,(n.7)醜聞;醜事
1326,scar,(n.4)疤;(物品等的)損傷痕
1327,scent,(n.5)氣味;香味;蹤跡
1328,scheme,(n.6)計劃;方案
1329,scorn,(n.5)輕蔑;嘲笑
1330,scramble,(n.8)爬行;攀登;爭奪
1331,scrap,(n.5)碎片;小塊;破爛
1332,scrape,(n.6)刮;擦;擦傷;擦痕
1333,scroll,(n.6)卷軸;渦卷形裝飾
1334,sculptor,(n.8)雕刻家
1335,segment,(n.7)部分;部門;切片
1336,sensation,(n.9)感覺;知覺;轟動
1337,sensitivity,(n.11)敏感性;感受性
1338,sentiment,(n.9)感情;情緒;感傷
1339,sergeant,(n.8)中士;警官
1340,series,(n.6)連續;系列
1341,sermon,(n.6)佈道;說教
1342,server,(n.6)侍者;伺服器
1343,setting,(n.7)安裝;設定;鑲嵌;背景
1344,sheriff,(n.7)警長
1345,shield,(n.6)盾;保護者;擋板
1346,shiver,(n.6)顫抖;寒顫
1347,shortage,"(n.8)缺少,不足,匱乏"
1348,shortcoming,"(n.11)缺點,短處"
1349,shove,(n.5)推;撞
1350,shred,(n.5)碎片;碎條;破布
1351,shriek,(n.6)尖叫聲
1352,shrine,(n.6)聖壇;神殿
1353,shrub,(n.5)矮樹;灌木
1354,shudder,(n.7)發抖;戰慄
1355,shutter,(n.7)關閉物;活動遮板;(相機的)快門
1356,silkworm,(n.8)蠶
1357,simmer,(n.6)即將沸騰(或爆發)的狀態
1358,skeleton,(n.8)骨骼;骨瘦如柴的人(或動物);概略
1359,skull,(n.5)頭骨;骷髏畫
1360,slam,(n.4)砰然聲;(撲克牌的)滿貫
1361,slap,(n.4)摑;侮辱
1362,slaughter,(n.9)屠宰;大屠殺
1363,slump,(n.5)暴跌;不景氣;消沈
1364,smash,(n.5)粉碎;瓦解;(演出等的)成功
1365,snarl,(n.5)吠;咆哮;纏結
1366,snatch,(n.6)奪取;抓走
1367,sneak,"(n.5)溜走,不告而別"
1368,sneaker,(n.7)運動鞋
1369,sniff,(n.5)嗅;聞;吸氣聲
1370,snore,(n.5)打鼾;鼾聲
1371,snort,(n.5)噴鼻息;噴氣聲
1372,soak,(n.4)浸泡;浸漬
1373,sole,(n.4)腳底;鞋底;襪底;底部;比目魚
1374,solitary,(n.8)獨居者;隱士
1375,solo,(n.4)獨奏(曲);獨唱(曲);單飛
1376,sovereign,(n.9)君主;元首;主權國家
1377,spacecraft,"(n.10)太空船,航天器"
1378,spaceship,(n.9)太空船
1379,specialist,(n.10)專家;專科醫生
1380,specimen,(n.8)樣品;標本
1381,spectacle,(n.9)景象;奇觀;壯觀
1382,spectator,(n.9)旁觀者;目擊者
1383,spine,(n.5)脊柱;書脊;骨氣
1384,splendor,(n.8)光輝;壯觀;輝煌
1385,sponge,(n.6)海綿;海綿狀物
1386,spotlight,(n.9)聚光燈;公眾注意的中心
1387,sprint,(n.6)全速疾跑;短距離賽跑
1388,spur,(n.4)踢馬刺;激勵;(雞等的)距;骨刺
1389,squat,(n.5)蹲坐;蜷伏
1390,stack,(n.5)乾草堆;一疊;煙囪
1391,stagger,(n.7)搖晃;蹣跚
1392,stain,(n.5)污點;色斑;染色劑
1393,stake,(n.5)股本;賭金;危險
1394,stall,(n.5)廄;攤位;(汽車的)拋錨
1395,stanza,(n.6)詩的一節
1396,statesman,(n.9)政治家
1397,statistic,(n.9)統計量;統計數值
1398,steer,"(n.5)指點,建議"
1399,stereotype,(n.10)陳規;鉛版印刷
1400,stew,(n.4)燉肉;燜菜;燉煮的食物
1401,steward,(n.7)男服務員;管家
1402,stewardess,(n.10)(客機、輪船)女服務員
1403,stink,(n.5)臭氣
1404,stoop,(n.5)彎腰;駝背;屈尊
1405,storage,(n.7)貯藏;貯藏庫
1406,strain,(n.6)拉緊;張力;壓力;扭傷;血緣
1407,strait,(n.6)海峽
1408,strand,(n.6)股;縷;絞;線;繩;串
1409,strap,(n.5)帶子;皮帶
1410,stray,(n.5)迷路者;流浪者;走失的家畜
1411,streak,(n.6)條紋;斑紋;光線
1412,stride,(n.6)闊步;步姿
1413,stripe,(n.6)條紋;斑紋;線條
1414,stroll,(n.6)散步;閒逛
1415,stumble,(n.7)絆倒;失足
1416,stump,(n.5)殘幹;(鉛筆)頭;(煙)蒂
1417,stutter,(n.7)結巴;口吃
1418,substitute,(n.10)代替物;代用品
1419,suitcase,(n.8)小型旅行箱;手提箱
1420,sulfur,(n.6)硫(磺);硫磺色
1421,superstition,(n.12)迷信
1422,supervisor,(n.10)管理人;指導者
1423,surge,(n.5)大浪;波濤
1424,swamp,(n.5)沼澤;沼澤地;困境
1425,swarm,(n.5)(密集的)一大群
1426,tan,(n.3)棕褐色;曬成的棕褐膚色;鞣料
1427,tangle,(n.6)糾結;紛亂
1428,tar,(n.3)柏油;瀝青; 水手
1429,tart,(n.4)水果餡餅;水果蛋糕
1430,taunt,(n.5)辱罵;嘲笑;被嘲笑的人
1431,tavern,(n.6)小酒館;小客棧
1432,teller,(n.6)敘述者;(銀行)出納員
1433,tempo,(n.5)速度;拍子
1434,temptation,(n.10)引誘;誘惑;誘惑物
1435,tenant,(n.6)房客
1436,terminal,(n.8)終端機;接頭
1437,terrace,(n.7)大陽臺;露天階梯看臺;梯田
1438,thigh,(n.5)股;大腿
1439,thorn,(n.5)刺;棘;惱人的事或人
1440,thrill,(n.6)興奮;顫抖;引起激動的事物
1441,thriller,(n.8)恐怖小說(或電影等)
1442,throne,(n.6)王座;神座;君權;帝王
1443,throng,(n.6)人群;大群;群集
1444,thrust,(n.6)猛推;刺;驅動力
1445,tick,(n.4)(鐘;錶等的)滴答聲;蝨
1446,tile,(n.4)瓦;瓷磚;地磚;(麻將等的)牌
1447,tilt,(n.4)傾斜;傾向
1448,tin,(n.3)錫;罐頭
1449,tiptoe,(n.6)腳趾尖
1450,toad,(n.4)蟾蜍;令人討厭的人
1451,toil,(n.4)辛苦;勞累;苦工
1452,token,(n.5)標誌;象徵;代價券;籌碼
1453,torch,"(n.5)火炬,火把"
1454,torment,(n.7)痛苦;苦惱;折磨
1455,torrent,(n.7)洪流;(話語的)連發;(感情的)狂潮
1456,torture,(n.7)拷打;酷刑;折磨
1457,tournament,(n.10)比賽;錦標賽
1458,trademark,(n.9)商標
1459,traitor,(n.7)叛徒;賣國賊;背叛者
1460,tramp,(n.5)沈重的腳步聲;流浪;流浪者;蕩婦
1461,trample,(n.7)踐踏;蹂躪;踐踏聲
1462,treasury,(n.8)金庫;庫房;國庫;寶庫
1463,treaty,"(n.6)條約,協定"
1464,trench,(n.6)溝;溝渠;戰壕
1465,tribute,(n.7)進貢;敬意;尊崇
1466,trifle,(n.6)瑣事;小玩意;乳脂鬆糕
1467,trim,(n.4)修剪;修整;鑲邊飾
1468,triple,(n.6)三倍數;三倍量;三個一組;三壘打
1469,trot,(n.4)(馬等的)小跑;(人的)慢跑
1470,trout,(n.5)鱒魚;鮭鱒魚
1471,tuck,(n.4)(衣服等的)褶襉;打褶
1472,tuition,(n.7)學費
1473,tuna,(n.4)鮪魚
1474,tyrant,(n.6)暴君;專橫的人
1475,umpire,(n.6)仲裁人;(棒球等的)裁判員
1476,undergraduate,(n.13)大學生;大學肄業生
1477,underline,(n.9)底線
1478,underneath,(n.10)下面;底部
1479,update,(n.6)最新的(信息、報導等);更新
1480,upright,(n.7)垂直;豎立;直立的東西
1481,vacancy,(n.7)空;空白;空房;空缺
1482,vacuum,(n.6)真空;空白;吸塵器
1483,vanity,(n.6)自負;虛榮;梳妝臺
1484,vapor,(n.5)水汽
1485,vegetation,(n.10)植被;草木
1486,veil,(n.4)面紗;帷幕;託詞
1487,vein,(n.4)靜脈;(葉、翅、礦)脈;紋理
1488,velvet,(n.6)天鵝絨;絲絨
1489,venture,(n.7)冒險;企業
1490,verbal,(n.6)準動詞
1491,vertical,(n.8)垂直線;垂直面
1492,veto,(n.4)否決;否決權
1493,videotape,(n.9)錄影帶;錄像帶
1494,viewer,(n.6)觀看者;觀眾
1495,vigor,(n.5)vigor
1496,villain,(n.7)壞人;反派角色
1497,vine,(n.4)藤;藤蔓;葡萄樹
1498,violinist,(n.9)小提琴手
1499,visa,(n.4)簽證
1500,vow,(n.3)誓言;誓約
1501,wade,(n.4)跋涉;艱難的行走
1502,wail,(n.4)慟哭聲;哀訴
1503,ward,(n.4)病房;牢房;行政區
1504,ware,(n.4)(特定種類的)陶器;貨物
1505,warehouse,(n.9)倉庫;批發店
1506,warrior,(n.7)武士;戰士;勇士
1507,wharf,(n.5)碼頭;停泊處
1508,wheelchair,(n.10)輪椅
1509,whereabouts,(n.11)行蹤;下落
1510,whine,(n.5)哀鳴聲;牢騷
1511,whirl,(n.5)旋轉;迴旋
1512,whisk,(n.5)撢;迅速移動;攪拌器
1513,whiskey,(n.7)威士忌酒
1514,whisky,(n.6)威士忌酒
1515,wholesale,(n.9)批發
1516,widow,(n.5)寡婦
1517,widower,(n.7)鰥夫
1518,wig,(n.3)假髮
1519,wilderness,"(n.10)荒野,荒漠"
1520,wildlife,(n.8)野生生物
1521,woe,(n.3)悲哀;災難
1522,woodpecker,(n.10)啄木鳥
1523,workshop,(n.8)作坊;研討會
1524,worship,(n.7)崇拜;敬神;禮拜
1525,wreath,(n.6)花圈;花冠
1526,wring,(n.5)絞;擰;扭
1527,yacht,(n.5)快艇;遊艇
1528,yarn,(n.4)紗;紗線;冒險故事
1529,yeast,(n.5)酵母;酵母片
1530,yield,(n.5)產量;利潤
1531,yoga,(n.4)瑜珈
1532,zinc,(n.4)鋅
1533,zip,(n.3)(子彈的)尖嘯聲;拉鍊;零
1534,zoom,(n.4)嗡嗡聲;變焦攝影
